,3FGL,CLASS1-3FGL,4FGLDR1,CLASS1-4FGLDR1,4FGLDR1-3FGL,4FGLDR2,CLASS1-4FGLDR2,4FGLDR2-3FGL,4FGLDR3,CLASS1-4FGLDR3,4FGLDR3-3FGL,4FGLDR4,CLASS1-4FGLDR4,4FGLDR4-3FGL,status
1652,J1324.0-4330e,RDG,J1324.0-4330e,RDG,J1324.0-4330e,J1324.0-4330e,RDG,J1324.0-4330e,J1324.0-4330e,RDG,J1324.0-4330e,J1324.0-4330e,RDG,J1324.0-4330e,2
1654,J1325.4-4301,RDG,J1325.5-4300,RDG,J1325.4-4301,J1325.5-4300,RDG,J1325.4-4301,J1325.5-4300,RDG,J1325.4-4301,J1325.5-4300,RDG,J1325.4-4301,2
1657,J1326.6-5256,bll,J1326.8-5256,bll,J1326.6-5256,J1326.8-5256,bll,J1326.6-5256,J1326.8-5256,bll,J1326.6-5256,J1326.8-5256,bll,J1326.6-5256,2
1658,J1326.7-4727,glc,J1326.6-4729,glc,J1326.7-4727,J1326.6-4729,glc,J1326.7-4727,J1326.6-4729,glc,J1326.7-4727,J1326.6-4729,glc,J1326.7-4727,2
1659,J1326.8+2211,fsrq,J1326.9+2210,fsrq,J1326.8+2211,J1326.9+2210,fsrq,J1326.8+2211,J1326.9+2210,fsrq,J1326.8+2211,J1326.9+2210,fsrq,J1326.8+2211,2
1660,J1327.9+2524,bll,J1327.8+2522,bll,J1327.9+2524,J1327.8+2522,bll,J1327.9+2524,J1327.8+2522,bll,J1327.9+2524,J1327.8+2522,bll,J1327.9+2524,2
1661,J1328.5-4728,bcu,J1328.5-4727,bll,J1328.5-4728,J1328.5-4727,bll,J1328.5-4728,J1328.5-4727,bll,J1328.5-4728,J1328.5-4727,bll,J1328.5-4728,3
1662,J1328.9-5607,bcu,J1329.0-5607,bcu,J1328.9-5607,J1329.0-5607,bll,J1328.9-5607,J1329.0-5607,bll,J1328.9-5607,J1329.0-5607,bll,J1328.9-5607,3
1666,J1330.0+4437,bll,J1330.3+4441,bll,J1330.0+4437,J1330.3+4441,bll,J1330.0+4437,J1330.3+4441,bll,J1330.0+4437,J1330.3+4441,bll,J1330.0+4437,2
1667,J1330.1-7002,bcu,J1330.2-7003,bcu,J1330.1-7002,J1330.2-7003,bcu,J1330.1-7002,J1330.2-7003,bcu,J1330.1-7002,J1330.2-7003,bcu,J1330.1-7002,2
1669,J1330.5+3023,css,J1331.0+3032,css,J1330.5+3023,J1331.0+3032,css,J1330.5+3023,J1331.0+3032,css,J1330.5+3023,J1331.0+3032,css,J1330.5+3023,2
1670,J1330.6+7002,bll,J1330.2+7002,bll,J1330.6+7002,J1330.2+7002,bll,J1330.6+7002,J1330.2+7002,bll,J1330.6+7002,J1330.2+7002,bll,J1330.6+7002,2
1671,J1330.9+5201,bcu,J1330.7+5200,bcu,J1330.9+5201,J1330.7+5200,bcu,J1330.9+5201,J1330.7+5200,bcu,J1330.9+5201,J1330.7+5200,bcu,J1330.9+5201,2
1672,J1331.1-1328,bcu,J1331.2-1325,bll,J1331.1-1328,J1331.2-1325,bll,J1331.1-1328,J1331.2-1325,bll,J1331.1-1328,J1331.2-1325,bll,J1331.1-1328,3
1673,J1331.5+1711,bll,J1331.6+1711,bll,J1331.5+1711,J1331.6+1711,bll,J1331.5+1711,J1331.6+1711,bll,J1331.5+1711,J1331.6+1711,bll,J1331.5+1711,2
1674,J1331.8+4718,fsrq,J1332.2+4722,fsrq,J1331.8+4718,J1332.2+4722,fsrq,J1331.8+4718,J1332.2+4722,fsrq,J1331.8+4718,J1332.2+4722,fsrq,J1331.8+4718,2
1675,J1332.0-0508,fsrq,J1332.0-0509,fsrq,J1332.0-0508,J1332.0-0509,fsrq,J1332.0-0508,J1332.0-0509,fsrq,J1332.0-0508,J1332.0-0509,fsrq,J1332.0-0508,2
1676,J1332.6-1256,fsrq,J1332.6-1256,fsrq,J1332.6-1256,J1332.6-1256,fsrq,J1332.6-1256,J1332.6-1256,fsrq,J1332.6-1256,J1332.6-1256,fsrq,J1332.6-1256,2
1677,J1332.8+2723,fsrq,J1333.2+2725,fsrq,J1332.8+2723,J1333.2+2725,fsrq,J1332.8+2723,J1333.2+2725,fsrq,J1332.8+2723,J1333.2+2725,fsrq,J1332.8+2723,2
1678,J1333.7+5057,fsrq,J1333.7+5056,fsrq,J1333.7+5057,J1333.7+5056,fsrq,J1333.7+5057,J1333.7+5056,fsrq,J1333.7+5057,J1333.7+5056,fsrq,J1333.7+5057,2
1683,J1335.4-2949,bll,J1335.3-2949,bll,J1335.4-2949,J1335.3-2949,bll,J1335.4-2949,J1335.3-2949,bll,J1335.4-2949,J1335.3-2949,bll,J1335.4-2949,2
1684,J1337.6-1257,fsrq,J1337.6-1257,fsrq,J1337.6-1257,J1337.6-1257,fsrq,J1337.6-1257,J1337.6-1257,fsrq,J1337.6-1257,J1337.6-1257,fsrq,J1337.6-1257,2
1685,J1338.6-2403,bcu,J1339.0-2400,bcu,J1338.6-2403,J1339.0-2400,bcu,J1338.6-2403,J1339.0-2400,bcu,J1338.6-2403,J1339.0-2400,bcu,J1338.6-2403,2
1686,J1338.9+6532,fsrq,J1338.0+6534,fsrq,J1338.9+6532,J1338.0+6534,fsrq,J1338.9+6532,J1338.0+6534,fsrq,J1338.9+6532,J1338.0+6534,fsrq,J1338.9+6532,2
1687,J1339.0+1153,bll,J1338.9+1153,bll,J1339.0+1153,J1338.9+1153,bll,J1339.0+1153,J1338.9+1153,bll,J1339.0+1153,J1338.9+1153,bll,J1339.0+1153,2
1688,J1339.8-0133,fsrq,J1339.9-0138,fsrq,J1339.8-0133,J1339.9-0138,fsrq,J1339.8-0133,J1339.9-0138,fsrq,J1339.8-0133,J1339.9-0138,fsrq,J1339.8-0133,2
1689,J1340.6+4412,bll,J1340.5+4409,bll,J1340.6+4412,J1340.5+4409,bll,J1340.6+4412,J1340.5+4409,bll,J1340.6+4412,J1340.5+4409,bll,J1340.6+4412,2
1690,J1340.6-0408,bcu,J1340.8-0409,bll,J1340.6-0408,J1340.8-0409,bll,J1340.6-0408,J1340.8-0409,bll,J1340.6-0408,J1340.8-0409,bll,J1340.6-0408,3
1691,J1341.0+3955,bll,J1341.2+3958,bll,J1341.0+3955,J1341.2+3958,bll,J1341.0+3955,J1341.2+3958,bll,J1341.0+3955,J1341.2+3958,bll,J1341.0+3955,2
1692,J1341.5+5517,bll,J1341.6+5515,bll,J1341.5+5517,J1341.6+5515,bll,J1341.5+5517,J1341.6+5515,bll,J1341.5+5517,J1341.6+5515,bll,J1341.5+5517,2
1693,J1341.9-2053,fsrq,J1341.8-2053,fsrq,J1341.9-2053,J1341.8-2053,fsrq,J1341.9-2053,J1341.8-2053,fsrq,J1341.9-2053,J1341.8-2053,fsrq,J1341.9-2053,2
1695,J1342.7+0945,bcu,J1342.6+0944,fsrq,J1342.7+0945,J1342.6+0944,fsrq,J1342.7+0945,J1342.6+0944,fsrq,J1342.7+0945,J1342.6+0944,fsrq,J1342.7+0945,3
1696,J1343.6+5753,fsrq,J1343.6+5755,fsrq,J1343.6+5753,J1343.6+5755,fsrq,J1343.6+5753,J1343.6+5755,fsrq,J1343.6+5753,J1343.6+5755,fsrq,J1343.6+5753,2
1697,J1344.2-1724,fsrq,J1344.2-1723,fsrq,J1344.2-1724,J1344.2-1723,fsrq,J1344.2-1724,J1344.2-1723,fsrq,J1344.2-1724,J1344.2-1723,fsrq,J1344.2-1724,2
1698,J1344.5-3655,bcu,J1344.4-3656,bcu,J1344.5-3655,J1344.4-3656,bcu,J1344.5-3655,J1344.4-3656,bcu,J1344.5-3655,J1344.4-3656,bcu,J1344.5-3655,2
1699,J1345.1-6224,spp,J1344.9-6228,spp,J1345.1-6224,J1344.9-6228,spp,J1345.1-6224,J1344.9-6228,spp,J1345.1-6224,J1344.9-6228,spp,J1345.1-6224,2
1701,J1345.6+4453,fsrq,J1345.5+4453,fsrq,J1345.6+4453,J1345.5+4453,fsrq,J1345.6+4453,J1345.5+4453,fsrq,J1345.6+4453,J1345.5+4453,fsrq,J1345.6+4453,2
1702,J1345.8+0704,fsrq,J1345.8+0706,fsrq,J1345.8+0704,J1345.8+0706,fsrq,J1345.8+0704,J1345.8+0706,fsrq,J1345.8+0704,J1345.8+0706,fsrq,J1345.8+0704,2
1703,J1345.9-3357,bcu,J1345.6-3356,bll,J1345.9-3357,J1345.6-3356,bll,J1345.9-3357,J1345.6-3356,bll,J1345.9-3357,J1345.6-3356,bll,J1345.9-3357,3
1705,J1346.6-6027,rdg,J1346.3-6026,rdg,J1346.6-6027,J1346.3-6026,rdg,J1346.6-6027,J1346.3-6026,rdg,J1346.6-6027,J1346.3-6026,rdg,J1346.6-6027,2
1706,J1346.9-2958,bcu,J1347.1-2959,bll,J1346.9-2958,J1347.1-2959,bll,J1346.9-2958,J1347.1-2959,bll,J1346.9-2958,J1347.1-2959,bll,J1346.9-2958,3
1707,J1347.6-3754,fsrq,J1347.6-3751,fsrq,J1347.6-3754,J1347.6-3751,fsrq,J1347.6-3754,J1347.6-3751,fsrq,J1347.6-3754,J1347.6-3751,fsrq,J1347.6-3754,2
1710,J1349.6-1133,fsrq,J1349.5-1131,fsrq,J1349.6-1133,J1349.5-1131,fsrq,J1349.6-1133,J1349.5-1131,fsrq,J1349.6-1133,J1349.5-1131,fsrq,J1349.6-1133,2
1712,J1350.8+3035,fsrq,J1350.8+3033,fsrq,J1350.8+3035,J1350.8+3033,fsrq,J1350.8+3035,J1350.8+3033,fsrq,J1350.8+3035,J1350.8+3033,fsrq,J1350.8+3035,2
1714,J1351.1+0030,fsrq,J1351.0+0029,fsrq,J1351.1+0030,J1351.0+0029,fsrq,J1351.1+0030,J1351.0+0029,fsrq,J1351.1+0030,J1351.0+0029,fsrq,J1351.1+0030,2
1715,J1351.4+1115,bll,J1351.3+1115,bll,J1351.4+1115,J1351.3+1115,bll,J1351.4+1115,J1351.3+1115,bll,J1351.4+1115,J1351.3+1115,bll,J1351.4+1115,2
1716,J1351.7-2913,bcu,J1351.7-2912,bcu,J1351.7-2913,J1351.7-2912,bcu,J1351.7-2913,J1351.7-2912,bcu,J1351.7-2913,J1351.7-2912,bcu,J1351.7-2913,2
1718,J1353.1-4414,bll,J1353.0-4413,bll,J1353.1-4414,J1353.0-4413,bll,J1353.1-4414,J1353.0-4413,bll,J1353.1-4414,J1353.0-4413,bll,J1353.1-4414,2
1719,J1353.2+1435,bll,J1353.3+1434,bll,J1353.2+1435,J1353.3+1434,bll,J1353.2+1435,J1353.3+1434,bll,J1353.2+1435,J1353.3+1434,bll,J1353.2+1435,2
1720,J1353.5-6640,bll,J1353.6-6640,bll,J1353.5-6640,J1353.6-6640,bll,J1353.5-6640,J1353.6-6640,bll,J1353.5-6640,J1353.6-6640,bll,J1353.5-6640,2
1721,J1354.5+3705,bll,J1354.4+3707,bll,J1354.5+3705,J1354.4+3707,bll,J1354.5+3705,J1354.4+3707,bll,J1354.5+3705,J1354.4+3707,bll,J1354.5+3705,2
1722,J1355.0-1044,fsrq,J1354.8-1041,fsrq,J1355.0-1044,J1354.8-1041,fsrq,J1355.0-1044,J1354.8-1041,fsrq,J1355.0-1044,J1354.8-1041,fsrq,J1355.0-1044,2
1724,J1356.6-6428,PSR,J1355.2-6420e,PWN,J1356.6-6428,J1355.2-6420e,PWN,J1356.6-6428,J1355.2-6420e,PWN,J1356.6-6428,J1356.9-6432,PSR,J1356.6-6428,3
1725,J1356.6-6428,PSR,J1355.2-6420e,PWN,J1356.6-6428,J1355.2-6420e,PWN,J1356.6-6428,J1356.9-6432,PSR,J1356.6-6428,J1356.9-6432,PSR,J1356.6-6428,3
1726,J1356.6-6428,PSR,J1355.2-6420e,PWN,J1356.6-6428,J1356.9-6432,PSR,J1356.6-6428,J1355.2-6420e,PWN,J1356.6-6428,J1356.9-6432,PSR,J1356.6-6428,3
1727,J1356.6-6428,PSR,J1355.2-6420e,PWN,J1356.6-6428,J1356.9-6432,PSR,J1356.6-6428,J1356.9-6432,PSR,J1356.6-6428,J1356.9-6432,PSR,J1356.6-6428,3
1728,J1356.6-6428,PSR,J1356.9-6432,PSR,J1356.6-6428,J1355.2-6420e,PWN,J1356.6-6428,J1355.2-6420e,PWN,J1356.6-6428,J1356.9-6432,PSR,J1356.6-6428,3
1729,J1356.6-6428,PSR,J1356.9-6432,PSR,J1356.6-6428,J1355.2-6420e,PWN,J1356.6-6428,J1356.9-6432,PSR,J1356.6-6428,J1356.9-6432,PSR,J1356.6-6428,3
1730,J1356.6-6428,PSR,J1356.9-6432,PSR,J1356.6-6428,J1356.9-6432,PSR,J1356.6-6428,J1355.2-6420e,PWN,J1356.6-6428,J1356.9-6432,PSR,J1356.6-6428,3
1731,J1356.6-6428,PSR,J1356.9-6432,PSR,J1356.6-6428,J1356.9-6432,PSR,J1356.6-6428,J1356.9-6432,PSR,J1356.6-6428,J1356.9-6432,PSR,J1356.6-6428,2
1732,J1357.5+0125,bll,J1357.5+0127,bll,J1357.5+0125,J1357.5+0127,bll,J1357.5+0125,J1357.5+0127,bll,J1357.5+0125,J1357.5+0127,bll,J1357.5+0125,2
1733,J1357.6+7643,fsrq,J1358.1+7642,fsrq,J1357.6+7643,J1358.1+7642,fsrq,J1357.6+7643,J1358.1+7642,fsrq,J1357.6+7643,J1358.1+7642,fsrq,J1357.6+7643,2
1735,J1359.0+5544,fsrq,J1359.1+5544,fsrq,J1359.0+5544,J1359.1+5544,fsrq,J1359.0+5544,J1359.1+5544,fsrq,J1359.0+5544,J1359.1+5544,fsrq,J1359.0+5544,2
1736,J1359.2+0204,fsrq,J1359.4+0202,fsrq,J1359.2+0204,J1359.4+0202,fsrq,J1359.2+0204,J1359.4+0202,fsrq,J1359.2+0204,J1359.4+0202,fsrq,J1359.2+0204,2
1737,J1359.9-3746,bll,J1359.8-3746,bll,J1359.9-3746,J1359.8-3746,bll,J1359.9-3746,J1359.8-3746,bll,J1359.9-3746,J1359.8-3746,bll,J1359.9-3746,2
1740,J1400.7-5605,bcu,J1400.6-5605,bcu,J1400.7-5605,J1400.6-5605,bcu,J1400.7-5605,J1400.6-5605,bcu,J1400.7-5605,J1400.6-5605,bcu,J1400.7-5605,2
1745,J1404.8+6554,bll,J1404.8+6554,bll,J1404.8+6554,J1404.8+6554,bll,J1404.8+6554,J1404.8+6554,bll,J1404.8+6554,J1404.8+6554,bll,J1404.8+6554,2
1746,J1404.8+0401,bll,J1404.8+0402,bll,J1404.8+0401,J1404.8+0402,bll,J1404.8+0401,J1404.8+0402,bll,J1404.8+0401,J1404.8+0402,bll,J1404.8+0401,2
1755,J1406.0-2508,bcu,J1406.1-2508,bll,J1406.0-2508,J1406.1-2508,bll,J1406.0-2508,J1406.1-2508,bll,J1406.0-2508,J1406.1-2508,bll,J1406.0-2508,3
1756,J1406.6+1644,bll,J1406.9+1643,bll,J1406.6+1644,J1406.9+1643,bll,J1406.6+1644,J1406.9+1643,bll,J1406.6+1644,J1406.9+1643,bll,J1406.6+1644,2
1757,J1407.7-4256,bcu,J1407.6-4301,bcu,J1407.7-4256,J1407.6-4301,bll,J1407.7-4256,J1407.6-4301,bll,J1407.7-4256,J1407.6-4301,bll,J1407.7-4256,3
1759,J1408.8-0751,fsrq,J1408.9-0751,fsrq,J1408.8-0751,J1408.9-0751,fsrq,J1408.8-0751,J1408.9-0751,fsrq,J1408.8-0751,J1408.9-0751,fsrq,J1408.8-0751,2
1762,J1410.4+2821,bll,J1410.4+2820,bll,J1410.4+2821,J1410.4+2820,bll,J1410.4+2821,J1410.4+2820,bll,J1410.4+2821,J1410.4+2820,bll,J1410.4+2821,2
1767,J1412.0+5249,bcu,J1411.8+5249,bll,J1412.0+5249,J1411.8+5249,bll,J1412.0+5249,J1411.8+5249,bll,J1412.0+5249,J1411.8+5249,bll,J1412.0+5249,3
1769,J1413.2-6518,sey,J1413.1-6519,sey,J1413.2-6518,J1413.1-6519,sey,J1413.2-6518,J1413.1-6519,sey,J1413.2-6518,J1413.1-6519,sey,J1413.2-6518,2
1770,J1413.4-6205,PSR,J1413.5-6205,PSR,J1413.4-6205,J1413.5-6205,PSR,J1413.4-6205,J1413.5-6205,PSR,J1413.4-6205,J1413.5-6205,PSR,J1413.4-6205,2
1772,J1415.2+4832,bll,J1415.5+4830,bll,J1415.2+4832,J1415.5+4830,bll,J1415.2+4832,J1415.5+4830,bll,J1415.2+4832,J1415.5+4830,bll,J1415.2+4832,2
1774,J1416.1-2417,bll,J1416.1-2417,bll,J1416.1-2417,J1416.1-2417,bll,J1416.1-2417,J1416.1-2417,bll,J1416.1-2417,J1416.1-2417,bll,J1416.1-2417,2
1777,J1417.8+2540,bll,J1417.9+2543,bll,J1417.8+2540,J1417.9+2543,bll,J1417.8+2540,J1417.9+2543,bll,J1417.8+2540,J1417.9+2543,bll,J1417.8+2540,2
1778,J1418.4-0233,bll,J1418.4-0233,bll,J1418.4-0233,J1418.4-0233,bll,J1418.4-0233,J1418.4-0233,bll,J1418.4-0233,J1418.4-0233,bll,J1418.4-0233,2
1779,J1418.5+3543,BCU,J1418.4+3543,BCU,J1418.5+3543,J1418.4+3543,BCU,J1418.5+3543,J1418.4+3543,FSRQ,J1418.5+3543,J1418.4+3543,FSRQ,J1418.5+3543,3
1780,J1418.6-6058,PSR,J1418.7-6057,PSR,J1418.6-6058,J1418.7-6057,PSR,J1418.6-6058,J1418.7-6057,PSR,J1418.6-6058,J1418.7-6057,PSR,J1418.6-6058,2
1781,J1418.9+7731,bcu,J1418.9+7731,bll,J1418.9+7731,J1418.9+7731,bll,J1418.9+7731,J1418.9+7731,bll,J1418.9+7731,J1418.9+7731,bll,J1418.9+7731,3
1782,J1419.1-5156,bcu,J1419.6-5153,bcu,J1419.1-5156,J1419.6-5153,bcu,J1419.1-5156,J1419.6-5153,bcu,J1419.1-5156,J1419.6-5153,bcu,J1419.1-5156,2
1784,J1419.5-0836,bcu,J1419.4-0838,fsrq,J1419.5-0836,J1419.4-0838,fsrq,J1419.5-0836,J1419.4-0838,fsrq,J1419.5-0836,J1419.4-0838,fsrq,J1419.5-0836,3
1785,J1419.5+0449,bll,J1419.3+0444,bll,J1419.5+0449,J1419.3+0444,bll,J1419.5+0449,J1419.3+0444,bll,J1419.5+0449,J1419.3+0444,bll,J1419.5+0449,2
1786,J1419.8+3819,fsrq,J1419.5+3821,fsrq,J1419.8+3819,J1419.5+3821,fsrq,J1419.8+3819,J1419.5+3821,fsrq,J1419.8+3819,J1419.5+3821,fsrq,J1419.8+3819,2
1787,J1419.9+5425,bll,J1419.8+5423,bll,J1419.9+5425,J1419.8+5423,bll,J1419.9+5425,J1419.8+5423,bll,J1419.9+5425,J1419.8+5423,bll,J1419.9+5425,2
1788,J1420.0-6048,PSR,J1420.0-6048,PSR,J1420.0-6048,J1420.0-6048,PSR,J1420.0-6048,J1420.0-6048,PSR,J1420.0-6048,J1420.0-6048,PSR,J1420.0-6048,2
1789,J1420.0-6048,PSR,J1420.0-6048,PSR,J1420.0-6048,J1420.0-6048,PSR,J1420.0-6048,J1420.3-6046e,PWN,J1420.0-6048,J1420.0-6048,PSR,J1420.0-6048,3
1790,J1420.0-6048,PSR,J1420.0-6048,PSR,J1420.0-6048,J1420.3-6046e,PWN,J1420.0-6048,J1420.0-6048,PSR,J1420.0-6048,J1420.0-6048,PSR,J1420.0-6048,3
1791,J1420.0-6048,PSR,J1420.0-6048,PSR,J1420.0-6048,J1420.3-6046e,PWN,J1420.0-6048,J1420.3-6046e,PWN,J1420.0-6048,J1420.0-6048,PSR,J1420.0-6048,3
1792,J1420.0-6048,PSR,J1420.3-6046e,PWN,J1420.0-6048,J1420.0-6048,PSR,J1420.0-6048,J1420.0-6048,PSR,J1420.0-6048,J1420.0-6048,PSR,J1420.0-6048,3
1793,J1420.0-6048,PSR,J1420.3-6046e,PWN,J1420.0-6048,J1420.0-6048,PSR,J1420.0-6048,J1420.3-6046e,PWN,J1420.0-6048,J1420.0-6048,PSR,J1420.0-6048,3
1794,J1420.0-6048,PSR,J1420.3-6046e,PWN,J1420.0-6048,J1420.3-6046e,PWN,J1420.0-6048,J1420.0-6048,PSR,J1420.0-6048,J1420.0-6048,PSR,J1420.0-6048,3
1795,J1420.0-6048,PSR,J1420.3-6046e,PWN,J1420.0-6048,J1420.3-6046e,PWN,J1420.0-6048,J1420.3-6046e,PWN,J1420.0-6048,J1420.0-6048,PSR,J1420.0-6048,3
1798,J1421.0-1122,bcu,J1421.1-1120,bcu,J1421.0-1122,J1421.1-1120,bcu,J1421.0-1122,J1421.1-1120,bcu,J1421.0-1122,J1421.1-1120,bcu,J1421.0-1122,2
1800,J1422.4+3227,fsrq,J1422.3+3223,fsrq,J1422.4+3227,J1422.3+3223,fsrq,J1422.4+3227,J1422.5+3223,fsrq,J1422.4+3227,J1422.5+3223,fsrq,J1422.4+3227,2
1801,J1422.4-6137,PSR,J1422.5-6137,PSR,J1422.4-6137,J1422.5-6137,PSR,J1422.4-6137,J1422.5-6137,PSR,J1422.4-6137,J1422.5-6137,PSR,J1422.4-6137,2
1802,J1422.8-7828,fsrq,J1423.5-7829,fsrq,J1422.8-7828,J1423.5-7829,fsrq,J1422.8-7828,J1423.5-7829,fsrq,J1422.8-7828,J1423.6-7829,fsrq,J1422.8-7828,2
1803,J1422.8+5801,bll,J1422.6+5801,bll,J1422.8+5801,J1422.6+5801,bll,J1422.8+5801,J1422.6+5801,bll,J1422.8+5801,J1422.6+5801,bll,J1422.8+5801,2
1804,J1424.3+0434,bll,J1424.2+0433,bll,J1424.3+0434,J1424.2+0433,bll,J1424.3+0434,J1424.2+0433,bll,J1424.3+0434,J1424.2+0433,bll,J1424.3+0434,2
1806,J1424.6-6807,bcu,J1424.8-6808,bcu,J1424.6-6807,J1424.8-6808,bcu,J1424.6-6807,J1424.8-6808,bcu,J1424.6-6807,J1424.8-6808,bcu,J1424.6-6807,2
1807,J1424.9+3615,bll,J1425.0+3615,bll,J1424.9+3615,J1425.0+3615,bll,J1424.9+3615,J1425.0+3615,bll,J1424.9+3615,J1425.0+3615,bll,J1424.9+3615,2
1808,J1426.2+3402,bll,J1426.1+3403,bll,J1426.2+3402,J1426.1+3403,bll,J1426.2+3402,J1426.1+3403,bll,J1426.2+3402,J1426.1+3403,bll,J1426.2+3402,2
1809,J1427.0+2347,BLL,J1427.0+2348,BLL,J1427.0+2347,J1427.0+2348,BLL,J1427.0+2347,J1427.0+2348,BLL,J1427.0+2347,J1427.0+2348,BLL,J1427.0+2347,2
1811,J1427.6-3305,bll,J1427.6-3305,bll,J1427.6-3305,J1427.6-3305,bll,J1427.6-3305,J1427.6-3305,bll,J1427.6-3305,J1427.6-3305,bll,J1427.6-3305,2
1812,J1427.8-3215,bcu,J1427.7-3215,bll,J1427.8-3215,J1427.7-3215,bll,J1427.8-3215,J1427.7-3215,bll,J1427.8-3215,J1427.7-3215,bll,J1427.8-3215,3
1813,J1427.9-4206,FSRQ,J1427.9-4206,FSRQ,J1427.9-4206,J1427.9-4206,FSRQ,J1427.9-4206,J1427.9-4206,FSRQ,J1427.9-4206,J1427.9-4206,FSRQ,J1427.9-4206,2
1814,J1428.5+4240,bll,J1428.5+4240,bll,J1428.5+4240,J1428.5+4240,bll,J1428.5+4240,J1428.5+4240,bll,J1428.5+4240,J1428.5+4240,bll,J1428.5+4240,2
1815,J1429.8-5910,PSR,J1429.9-5911,PSR,J1429.8-5910,J1429.9-5911,PSR,J1429.8-5910,J1429.9-5911,PSR,J1429.8-5910,J1429.9-5911,PSR,J1429.8-5910,2
1818,J1434.1+4203,fsrq,J1434.2+4204,fsrq,J1434.1+4203,J1434.2+4204,fsrq,J1434.1+4203,J1434.2+4204,fsrq,J1434.1+4203,J1434.2+4204,fsrq,J1434.1+4203,2
1819,J1434.6+6640,bcu,J1434.8+6640,bll,J1434.6+6640,J1434.8+6640,bll,J1434.6+6640,J1434.8+6640,bll,J1434.6+6640,J1434.8+6640,bll,J1434.6+6640,3
1820,J1434.6+1951,fsrq,J1434.7+1950,fsrq,J1434.6+1951,J1434.7+1950,fsrq,J1434.6+1951,J1434.7+1950,fsrq,J1434.6+1951,J1434.7+1950,fsrq,J1434.6+1951,2
1821,J1435.2+2023,bll,J1435.5+2021,bll,J1435.2+2023,J1435.5+2021,bll,J1435.2+2023,J1435.5+2021,bll,J1435.2+2023,J1435.5+2021,rdg,J1435.2+2023,3
1822,J1436.8+5639,bll,J1436.9+5638,bll,J1436.8+5639,J1436.9+5638,bll,J1436.8+5639,J1436.9+5638,bll,J1436.8+5639,J1436.9+5638,bll,J1436.8+5639,2
1823,J1436.8+2322,fsrq,J1436.9+2321,fsrq,J1436.8+2322,J1436.9+2321,fsrq,J1436.8+2322,J1436.9+2321,fsrq,J1436.8+2322,J1436.9+2321,fsrq,J1436.8+2322,2
1825,J1438.7+3710,fsrq,J1438.9+3710,fsrq,J1438.7+3710,J1438.9+3710,fsrq,J1438.7+3710,J1438.9+3710,fsrq,J1438.7+3710,J1438.9+3710,fsrq,J1438.7+3710,2
1826,J1439.2+3931,bll,J1439.3+3932,bll,J1439.2+3931,J1439.3+3932,bll,J1439.2+3931,J1439.3+3932,bll,J1439.2+3931,J1439.3+3932,bll,J1439.2+3931,2
1827,J1440.0-3955,bcu,J1439.9-3953,bcu,J1440.0-3955,J1439.9-3953,bll,J1440.0-3955,J1439.9-3953,bll,J1440.0-3955,J1439.9-3953,bll,J1440.0-3955,3
1828,J1440.1+4955,bll,J1439.7+4958,bll,J1440.1+4955,J1439.7+4958,bll,J1440.1+4955,J1439.7+4958,bll,J1440.1+4955,J1439.7+4958,bll,J1440.1+4955,2
1830,J1440.4-3845,bll,J1440.6-3846,bll,J1440.4-3845,J1440.6-3846,bll,J1440.4-3845,J1440.6-3846,bll,J1440.4-3845,J1440.6-3846,bll,J1440.4-3845,2
1831,J1440.9+0610,bll,J1440.9+0609,bll,J1440.9+0610,J1440.9+0609,bll,J1440.9+0610,J1440.9+0609,bll,J1440.9+0610,J1440.9+0609,bll,J1440.9+0610,2
1832,J1441.5-5955c,spp,J1441.6-5951c,spp,J1441.5-5955c,J1441.6-5951c,spp,J1441.5-5955c,J1441.6-5951c,spp,J1441.5-5955c,J1441.6-5951c,spp,J1441.5-5955c,2
1833,J1442.0+4348,bll,J1442.0+4348,bll,J1442.0+4348,J1442.0+4348,bll,J1442.0+4348,J1442.0+4348,bll,J1442.0+4348,J1442.0+4348,bll,J1442.0+4348,2
1834,J1442.6+5156,rdg,J1443.1+5201,rdg,J1442.6+5156,J1443.1+5201,rdg,J1442.6+5156,J1443.1+5201,rdg,J1442.6+5156,J1443.1+5201,rdg,J1442.6+5156,2
1835,J1442.8+1200,bll,J1442.7+1200,bll,J1442.8+1200,J1442.7+1200,bll,J1442.8+1200,J1442.7+1200,bll,J1442.8+1200,J1442.7+1200,bll,J1442.8+1200,2
1836,J1443.9+2502,fsrq,J1443.9+2501,fsrq,J1443.9+2502,J1443.9+2501,fsrq,J1443.9+2502,J1443.9+2501,fsrq,J1443.9+2502,J1443.9+2501,fsrq,J1443.9+2502,2
1839,J1445.0-0328,bll,J1445.0-0326,bll,J1445.0-0328,J1445.0-0326,bll,J1445.0-0328,J1445.0-0326,bll,J1445.0-0328,J1445.0-0326,bll,J1445.0-0328,2
1841,J1446.1-1628,bll,J1445.9-1626,bll,J1446.1-1628,J1445.9-1626,bll,J1446.1-1628,J1445.9-1626,bll,J1446.1-1628,J1445.9-1626,bll,J1446.1-1628,2
1842,J1446.6-4701,PSR,J1446.6-4701,PSR,J1446.6-4701,J1446.6-4701,PSR,J1446.6-4701,J1446.6-4701,MSP,J1446.6-4701,J1446.6-4701,MSP,J1446.6-4701,3
